Current Attendence Sheet Data of GEO22613  |  All Type


-,2019-08-02-08:00:00-Lect-1H-ng,2019-08-05-10:00:00-Lect-2H-ng,2019-08-16-09:00:00-Lect-2H-ng,2019-08-19-13:00:00-Lect-2H-ng,2019-12-09-09:00:00-Lect-1H-ng,2019-12-13-09:00:00-Lect-1H-ng,2019-12-16-12:00:00-Lect-2H-ng,2019-12-20-09:00:00-Lect-1H-ng,2019-12-23-09:00:00-Lect-2H-ng,2019-12-27-09:00:00-Lect-1H-ng,2020-01-03-09:00:00-Lect-1H-ng,2020-01-06-09:00:00-Lect-1H-ng,2020-01-13-09:00:00-Lect-2H-ng,2020-01-17-08:00:00-Lect-1H-ng,2020-01-17-09:00:00-Lect-1H-ng,2020-01-20-09:00:00-Lect-2H-ng,2020-01-24-09:00:00-Lect-1H-ng,2020-01-27-09:00:00-Lect-2H-ng,2020-01-28-09:00:00-Lect-2H-ng,2020-01-31-09:00:00-Lect-1H-ng,2020-02-03-09:00:00-Lect-1H-ng,2020-02-07-09:00:00-Lect-1H-ng,2020-02-10-12:00:00-Lect-1H-ng,2020-02-14-09:00:00-Lect-1H-ng,2020-02-14-11:00:00-Lect-1H-ng,2020-02-17-12:00:00-Lect-2H-ng,%
HS/2017/16384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,97 %,
HS/2017/16389,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,92 %,
HS/2017/16391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2017/16392,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2017/16396,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,92 %,
HS/2017/16401,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2017/16405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2017/16407,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16419,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,83 %,
HS/2017/16437,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,39 %,
HS/2017/16449,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16458,M,M,M,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,89 %,
HS/2017/16469,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,86 %,
HS/2017/16474,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,83 %,
HS/2017/16475,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16478,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16487,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,M,0,1,1,1,1,94 %,
HS/2017/16489,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16494,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16505,M,1,1,1,M,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,97 %,
HS/2017/16511,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89 %,
HS/2017/16514,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,89 %,
HS/2017/16521,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,83 %,
HS/2017/16523,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2017/16528,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 %,
HS/2017/16533,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94 %,
HS/2017/16534,M,M,1,1,M,M,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,M,1,100 %,
HS/2017/16535,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2017/16536,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16540,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16541,M,M,M,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,83 %,
HS/2017/16544,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2017/16546,0,1,1,1,0,0,0,0,1,1,M,M,1,0,1,1,0,0,1,0,0,1,1,1,1,1,67 %,
HS/2017/16549,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,83 %,
HS/2017/16553,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78 %,
HS/2017/16581,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,M,0,0,1,1,1,0,0,53 %,
HS/2017/16588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2017/16591,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,M,M,M,M,M,1,1,1,1,1,92 %,
Total,40,65,71,73,63,59,64,62,75,35,74,74,75,71,74,76,70,70,75,72,68,72,75,66,75,70,
